Exch,ScripCode,TradeDate,OpenRate,HighRate,LowRate,CloseRate,Qty
N,1,43148,34,34,34,34,12000
N,1,43158,34.7,34.7,34.4,34.4,12000
N,1,43215,34.05,34.8,34.05,34.4,12000
N,1,43278,31.3,31.3,31.3,31.3,6000
N,1,43281,31.5,31.5,31.5,31.5,6000
N,1,43334,30.4,30.4,30.4,30.4,6000
N,1,43432,26.5,26.5,26.5,26.5,6000
N,1,43519,26.3,28.4,26.3,28.4,12000
N,1,43327,31.75,31.75,31.75,31.75,6000
N,1,43583,26.4,26.4,26.4,26.4,6000
N,1,43253,30.4,30.4,30.4,30.4,6000
N,1,43260,28.55,30.2,28.55,30.2,12000
N,1,43736,24.9,25.4,24.9,25.4,12000
N,1,43061,27.4,29.5,27.4,29.5,78000
N,1,43064,29.9,33.5,29.9,32.2,48000
N,1,43355,31,31,30.8,30.9,60000
N,1,43376,27.85,27.85,27.85,27.85,6000
N,4,36604,27,27,24.45,24.45,2300
N,4,36605,24,24,22.5,23.15,6200
N,4,36606,21.3,22,21.3,21.3,9000
N,4,36607,20.5,22.75,19.6,21.5,10600
N,4,36610,22.8,22.9,20,20.05,10400
N,4,36611,19.9,20.5,19.5,19.95,8200
N,4,36612,22,22,20.1,21.25,18900
N,4,36613,20.25,21.9,20.25,20.25,9900
N,4,36614,20,20.25,18.75,18.8,7300
N,4,36617,17.5,18,14.25,14.75,14100
N,4,36618,12.75,15.7,11.1,12,14300
N,4,36619,14.5,15,13.5,13.8,4000
N,4,36620,14,14.75,13.5,14.65,4800
N,4,36621,15.1,18.35,15.1,18.35,6000
N,4,36624,18.1,21.7,18,18.75,13900
N,4,36625,16.6,18.4,16,16.4,10400
N,4,36626,17.4,17.5,15.8,16.2,3800
N,4,36627,16,16,15,15,2000
N,4,36631,12,14.75,11.5,11.5,6800
N,4,36632,12.45,12.7,11.75,12.55,11800
N,4,36633,13,13.35,12.25,12.7,4300
N,4,36634,10.05,12.3,10.05,11.4,2900
N,4,36638,11.8,11.8,9,9,6200
N,4,36639,8.5,8.5,7.55,8.3,3300
N,4,36640,8.5,10.25,8.5,10.15,6400
N,4,36641,9.1,9.75,9,9,2400
N,4,36642,8,9,7.9,9,1500
N,4,36646,7.6,7.65,7,7,1300
N,4,36647,7.25,9.7,7.25,7.8,15200
N,4,36648,9.25,11.7,9.2,11.7,10200
N,4,36649,13.5,14.65,12.9,14.4,8891
N,4,36652,16,16,14,14.25,4100
N,4,36653,11.05,15,11.05,14.6,6600
N,4,36654,16,18.25,16,18.25,300
N,4,36655,22.8,22.8,22.8,22.8,51
N,4,36656,24.5,24.65,24.5,24.65,3
N,4,36659,26.65,26.65,26.65,26.65,561
N,4,36660,28.75,28.8,28.75,28.8,521
N,4,36661,31.1,31.1,29.5,29.5,25
N,4,36662,27.5,27.5,27.5,27.5,15
N,4,36663,25.5,29.5,25.5,25.5,40
N,4,36666,27.5,27.5,27.5,27.5,10
N,4,36670,25.75,25.75,25.75,25.75,100
N,4,36674,25.75,25.75,25.75,25.75,1
N,4,36676,23.7,23.7,23.7,23.7,200
N,4,36690,21.8,21.8,21.8,21.8,1
N,4,36691,21.8,21.8,20.1,20.1,5
N,4,36694,18.5,18.5,18.5,18.5,2
N,4,36695,17,17,13.9,13.9,26
N,4,36696,13.9,13.9,13,13,200
N,4,36697,12,12,12,12,204
N,4,36698,11,12,9,9,2638
N,4,36701,11,12,9,9,4425
N,4,36702,10,10,9.25,9.25,2505
N,4,36703,9,9,8,8,400
N,4,36704,9.25,9.25,9.25,9.25,2100
N,4,36705,9.2,9.2,9.2,9.2,300
N,4,36710,7.75,7.75,7.5,7.5,2700
N,4,36711,7.5,8.9,7,7,2300
N,4,36712,7,7,7,7,210
N,4,36715,7.2,7.2,7,7,1600
N,4,36716,8,8,6,6,4151
N,4,36717,6,7.9,4.5,7.9,3438
N,4,36719,5.05,6.95,5,6.95,1600
N,4,36722,6,6,6,6,100
N,4,36723,6.5,6.5,6.5,6.5,500
N,4,36724,5.1,6.8,5.1,6.8,600
N,4,36725,5.6,5.6,5.5,5.5,2000
N,4,36726,6,6.05,6,6,1100
N,4,36731,6,6,5.15,5.95,557
N,4,36736,6,6,6,6,2000
N,4,36737,6,6,6,6,1000
N,4,36740,5.9,5.9,5.9,5.9,500
N,4,36745,6,6,6,6,100
N,4,36747,6,6,5.5,5.65,3700
N,4,36750,6,6,6,6,800
N,4,36752,5.15,5.15,5,5,500
N,4,36754,6.4,6.4,6.4,6.4,500
N,4,36757,5,5.95,5,5,1550
N,4,36758,5.5,6,5.5,6,800
N,4,36760,6,6.6,5.55,5.55,802
N,4,36761,6,6,6,6,400
N,4,36765,6.05,6.05,6,6,700
N,4,36766,6.1,6.5,6,6.5,4600
N,4,36767,6.5,6.5,6.25,6.25,2200
N,4,36771,7,7,7,7,1500
N,4,36772,7.15,8.7,7.1,8.65,2650
N,4,36773,8.2,8.3,8.05,8.25,2350
N,4,36774,8.25,8.45,8,8.45,900
N,4,36775,9,9,9,9,200
N,4,36778,9,9,8.3,8.5,2700
N,4,36779,8.4,8.4,8.4,8.4,100
N,4,36780,8.4,8.4,8.4,8.4,100
N,4,36782,7.9,7.9,7.9,7.9,5500
N,4,36785,7.95,7.95,7.5,7.5,250
N,4,36786,6,6.1,6,6.1,300
N,4,36794,7.8,7.8,7.8,7.8,200
N,4,36796,7.45,7.45,7.45,7.45,100
N,4,36800,7.4,7.4,7.4,7.4,200
N,4,36802,6,6,6,6,2300
N,4,36808,6,6,5.1,5.2,4900
N,4,36809,5.2,5.2,5.05,5.05,399
N,4,36810,5.95,5.95,5.6,5.6,4300
N,4,36817,6.9,6.9,6.9,6.9,100
N,4,36820,5.6,5.6,5.6,5.6,100
N,4,36821,4.55,4.55,4.5,4.5,700
N,4,36822,4.2,5.5,4.2,4.5,3000
N,4,36823,5.25,5.25,4.5,4.85,200
N,4,36827,6.15,6.15,6.15,6.15,200
N,4,36828,5.05,5.05,4.65,4.65,28000
N,4,36829,5.8,5.8,5,5,500
N,4,36830,4.9,4.9,4.9,4.9,200
N,4,36835,6,6,6,6,600
N,4,36837,4.85,5,4.85,5,630
N,4,36838,5.8,5.85,5.8,5.8,202
N,4,36844,7,7,5.55,5.55,201
N,4,36845,5.7,5.7,5.7,5.7,1000
N,4,36848,6.5,6.5,5,5,1250
N,4,36849,4.5,5,4.5,5,1200
N,4,36855,5,5,5,5,200
N,4,36858,5.45,5.45,5,5,500
N,4,36864,5.4,5.4,4.5,5.3,150
N,4,36866,5,5.4,5,5.4,4100
N,4,36869,5.35,5.35,5.3,5.3,600
N,4,36870,5.7,5.7,4.05,4.05,10
N,4,36871,5,5,5,5,1000
N,4,36872,5.5,5.5,5.5,5.5,500
N,4,36878,5,5,5,5,2800
N,4,36880,5,5,5,5,500
N,4,36891,3.9,3.9,3.9,3.9,100
N,4,36892,4,4.75,4,4.2,1220
N,4,36894,4.4,4.4,4.35,4.35,500
N,4,36898,4.05,4.05,4.05,4.05,200
N,4,36904,4.8,4.8,3.8,3.8,2
N,4,36907,4.65,4.65,4.65,4.65,1000
N,4,36913,3.2,3.2,3.1,3.1,1800
N,4,36914,4.55,4.55,3.55,3.55,2
N,4,36919,4.35,4.35,3.75,3.75,150
N,4,36921,4.55,4.55,4.55,4.55,500
N,4,36927,3.5,3.5,3.5,3.5,500
N,4,36932,3.5,3.5,3.5,3.5,200
N,4,36933,3.3,3.3,3.3,3.3,100
N,4,36935,4.4,4.4,4.3,4.3,700
N,4,36936,3.3,3.3,3,3,700
N,4,36939,4,4.1,4,4.1,300
N,4,36942,3.1,3.1,3.1,3.1,500
N,4,36943,3.15,3.15,3.15,3.15,300
N,4,36947,3.6,3.6,3.6,3.6,5
N,4,36948,2.75,2.75,2.75,2.75,5
N,4,36950,3.6,3.6,3.6,3.6,90
N,4,36962,3.5,3.5,3.5,3.5,100
N,4,36963,2.55,2.55,2.5,2.5,600
N,4,36975,2.4,2.4,1.35,1.35,1600
N,4,36977,1.1,1.1,1.1,1.1,300
N,4,36996,0.6,0.6,0.6,0.6,400
N,4,36998,0.65,0.65,0.65,0.65,100
N,4,37006,0.35,0.35,0.35,0.35,1
N,4,37047,0.55,0.55,0.55,0.55,1
N,4,37052,0.85,0.85,0.85,0.85,100
N,4,37058,1,1,1,1,300
N,4,37060,1,1.5,1,1.5,200
N,4,37061,1.5,1.5,1.5,1.5,200
N,4,37062,2,2,2,2,50
N,4,37065,2.95,2.95,1.45,1.6,550
N,4,43215,43.85,43.85,43.85,43.85,1101
N,4,43236,41,41,40.7,40.7,3161
N,4,43239,39.9,39.9,39.9,39.9,221
N,4,43243,36.9,38.4,36.9,38.4,6928
N,4,43246,39.15,39.15,38.5,39.15,9674
N,4,43278,36.5,36.5,35.65,36.45,3270
N,4,43281,36.6,37,36.5,36.7,1013
N,4,43285,34.15,34.5,34.15,34.45,8543
N,4,43288,34,34,33.8,33.85,263
N,4,43337,37.25,37.35,36.05,36.7,1954
N,4,43393,26.3,26.3,26,26,894
N,4,43432,22,22.4,22,22.4,90
N,4,43435,22.4,22.8,22.4,22.8,201
N,4,43481,23,23.45,22.55,22.55,199
N,4,43484,22.55,22.6,22.1,22.1,650
N,4,43495,21.3,21.3,21.15,21.15,1369
N,4,43498,21.15,21.55,20.75,21,413
N,4,43509,19.1,19.1,18.4,18.95,1183
N,4,43512,18.95,18.95,18.6,18.6,22
N,4,43327,38,38,37.15,37.15,1376
N,4,43519,18.65,18.65,17.95,18,2964
N,4,43537,19,19.15,18.8,19.15,1134
N,4,43540,19.05,19.5,18.95,19.3,783
N,4,43583,22.65,22.65,22.65,22.65,3
N,4,43621,18.35,18.35,18,18,380
N,4,43250,38.5,38.9,37.75,37.75,2000
N,4,43253,37,37,37,37,200
N,4,43624,18,18,17.65,17.65,621
N,4,43628,17.6,17.6,17.5,17.5,158
N,4,43677,14.5,14.5,14.5,14.5,111
N,4,43680,14.5,14.5,14.25,14.25,317
N,4,43684,13.5,13.5,13.5,13.5,24
N,4,43688,13.5,13.5,13.25,13.25,1357
N,4,43733,12.85,12.85,12.85,12.85,203
N,4,43736,12.9,12.9,12.6,12.9,1726
N,4,43775,14,14,14,14,6
N,4,43778,14,14,14,14,5
N,4,43782,13.95,13.95,13.7,13.95,37
N,4,43785,14,14,13.7,13.75,1133
N,4,43817,13.6,13.75,13.6,13.75,1478
N,4,43225,42.95,42.95,42.95,42.95,835
N,4,43222,43.85,43.85,43.8,43.8,2996
N,4,43295,33.5,34.65,33.5,34.65,1483
N,4,43407,23.95,23.95,23.05,23.25,4903
N,4,43369,28.85,28.85,28.85,28.85,686
N,4,43379,26.75,27,26.25,26.25,1832
N,4,43372,28.85,28.85,28.3,28.3,1393
N,4,43355,32,32.4,32,32.4,2325
N,4,43358,32.4,33,32.4,33,2515
N,4,43334,36.05,36.8,35.4,36.65,2256
N,4,43376,26.75,27.5,26.75,26.75,2745
N,4,43386,26.8,26.8,26.8,26.8,1296
N,7,38672,140.9,144.4,136.25,136.45,9019
N,7,42886,879.9,904,861.5,900,158456
N,7,42844,793,806,782.65,800.9,44677
N,7,42857,864.4,864.4,848.45,854.25,12688
N,7,42763,721.4,729.85,717.2,724.15,43208
N,7,42787,783.35,789.45,769,770.9,22314
N,7,42849,805.9,820,805.9,818.1,56209
N,7,42791,785,789.95,769.1,786.4,24928
N,7,42833,782.2,789.95,777,782.5,24423
N,7,42744,701,702.7,693.5,701.15,17214
N,7,42743,700,704.5,696,697.85,10210
N,7,42869,938,977.95,932.25,953.85,144048
N,7,42884,875.1,892.9,872,880.3,41491
N,7,42847,803.9,807,790.1,798.4,25916
N,7,42863,864.65,873.7,860.2,865,11593
N,7,42861,860,876,851,868.2,12103
N,7,42840,778.5,790.75,778.5,786.1,28784
N,7,42935,985,985,968,973.65,17752
N,7,42773,790.7,797.5,773.05,786.45,13895
N,7,42750,707.1,709,704.25,706.75,7389
N,7,42749,703.9,710,700.05,707.1,8700
N,7,42723,713,719.85,709,716.2,8405
N,7,42882,835,925.4,835,844.3,36282
N,7,42829,797.95,798,782.5,784.35,19332
N,7,42778,796.85,797.9,782.15,785.85,10605
N,7,42777,796,802.95,780.15,794.7,21978
N,7,42917,925,944.9,898.75,941.35,51690
N,7,43145,1182,1182,1155,1169,18365
N,7,42735,681,697.95,672.65,695.25,8519
N,7,42934,989.95,998.4,980,980.6,50075
N,7,42798,744,751.9,717.1,734,35665
N,7,42812,785,794,776.35,790.75,69029
N,7,42843,797.6,813,791.3,800.6,69386
N,7,42905,966.9,966.9,940,945,192927
N,7,42904,957,972.9,953.55,964.4,118892
N,7,42878,828.05,839.9,815,820.75,137667
N,7,42808,802,805,792.55,796.7,56635
N,7,42932,980,989.3,960,973.2,43825
N,7,42931,981.65,992,976,983.9,27891
N,7,42893,890,908.2,885,901.1,25419
N,7,42899,880,1039.7,873.05,937.65,592602
N,7,43148,1179,1179,1141,1155.9,29007
N,7,42891,896.95,896.95,881.65,888,85850
N,7,42890,900,900,875.25,888.25,19893
N,7,42928,993,998.4,981.35,988.85,63484
N,7,42742,703.45,704,696,698.95,6316
N,7,42948,925.05,955.65,909,914.55,46031
N,7,42876,846.05,854.8,815,849.35,248315
N,7,42949,920.1,928.8,915,919.75,18534
N,7,42819,779.05,788.85,770,772.1,632747
N,7,42820,776.9,785,755.3,762.7,30771
N,7,43162,1175,1175,1152.35,1161.85,22331
N,7,43194,1186,1191.55,1170,1181.65,12884
N,7,43197,1180,1190,1172.55,1181.45,28172
N,7,43215,1314.15,1330,1307.9,1325.9,38869
N,7,43236,1275,1291.9,1258.15,1260.5,27600
N,7,43239,1252.05,1257.45,1196.1,1222.55,43376
N,7,43243,1280,1280,1244,1248.95,12946
N,7,43246,1248.95,1256.45,1211.6,1218.15,17315
N,7,43278,1205,1244.05,1200,1229,11306
N,7,43281,1239.95,1239.95,1190.7,1201.05,13799
N,7,42715,697.1,705.65,681.15,683.65,12769
N,7,43285,1183.05,1213,1182,1204.55,41124
N,7,43288,1197,1239.7,1197,1237.55,12342
N,7,43337,1399,1409.95,1364,1367.7,41176
N,7,43393,1242,1259.5,1224,1250.65,116362
N,7,43418,1438.7,1442.95,1404.8,1436.15,63793
N,7,43432,1460,1474.9,1400,1435.9,171246
N,7,43435,1435,1462,1405.1,1456.6,82083
N,7,43481,1534.8,1558,1495.5,1549.55,35355
N,7,43484,1563,1571.9,1553,1570.05,38673
N,7,43495,1620,1655,1619.75,1632.35,37009
N,7,43498,1650,1728,1636,1721.3,247617
N,7,43509,1419.2,1490,1410.15,1426.3,287012
N,7,43512,1425,1427,1356.55,1362.55,146118
N,7,43519,1402,1430,1400,1413.4,66086
N,7,43537,1426.95,1448.95,1400,1424.55,582194
N,7,43540,1429.9,1448.8,1420.2,1428.6,104792
N,7,43579,1600,1648,1575.5,1637.25,53662
N,7,43583,1635,1648.75,1602,1622.65,66680
N,7,43250,1246.35,1246.4,1214,1227.6,46972
N,7,43253,1235,1238.95,1190,1198.85,61376
N,7,43621,1781.05,1813.5,1780.5,1783.7,63780
N,7,43624,1794.8,1812,1736.15,1744.6,142500
N,7,43680,1670,1719.9,1638.5,1681.1,32255
N,7,42911,923.45,936.7,881.1,890,65141
N,7,43684,1771,1800,1765,1767.05,18650
N,7,43688,1770,1789.8,1702,1724.55,35647
N,7,43733,839,839.9,809,813.3,131473
N,7,43736,835,835,797,800.7,101866
N,7,43775,819.9,822.4,808.1,812.2,51620
N,7,43459,1435,1457.2,1415.45,1423.25,53630
N,7,43778,812.3,820,807.4,815.9,167913
N,7,43166,1165.9,1170,1151.05,1168,19272
N,7,43169,1174.95,1174.95,1145,1156.55,28922
N,7,43785,814.85,840,805.25,834.8,137066
N,7,43817,774.1,788.3,759.5,764.25,164885
N,7,43222,1330.75,1330.75,1300,1307.9,14740
N,7,42981,854.15,871,842.1,847,45355
N,7,43064,918,918,907,909.95,25573
N,7,42736,699,710,683.65,703.4,20826
N,7,42737,706.6,711.35,683,698,131937
N,7,43295,1248.8,1248.8,1210.95,1218.55,7879
N,7,43404,1365,1421,1362,1383.05,114729
N,7,43407,1389.45,1398,1360,1364.1,52487
N,7,43369,1200,1214.85,1100,1162.2,66759
N,7,43372,1155.2,1161,1104.85,1138.85,31467
N,7,43355,1301.15,1333.15,1301.15,1324.4,10779
N,7,43358,1324.35,1359,1310.05,1336.95,14367
N,7,42954,948.6,948.6,921.5,926.85,11907
N,7,43396,1272,1294,1225,1281.6,31934
N,7,43334,1389.65,1404,1380.5,1396.25,22305
N,7,40057,43.25,43.25,42,42.35,57133
N,7,42946,979.95,986.05,947.75,954.7,26410
N,7,43376,1207.6,1208.8,1180,1199.55,27697
N,7,36604,55.4,56.45,52.6,55.25,11900
N,7,36605,56,59.6,52,54,1900
N,7,36606,54.05,54.3,50.25,50.25,800
N,7,36607,50.15,50.3,46.65,50,3600
N,7,36610,49.05,49.05,48.05,48.5,300
N,7,36611,47,49,47,49,800
N,7,36612,50,50,50,50,400
N,7,36613,50,50,50,50,500
N,7,36614,50,50,47.55,47.55,700
N,7,36618,47.25,51,47.25,47.3,2500
N,7,36619,49.95,49.95,47.6,47.6,600
N,7,36620,45.25,45.25,45.25,45.25,200
N,7,36621,48.45,48.45,48.45,48.45,100
N,7,36624,45.5,49,45.3,48.1,600
N,7,36625,48.85,48.85,47,47,200
N,7,36631,45,49.9,43.5,49.9,900
N,7,36632,46.1,47,46,46,3000
N,7,36634,47,47,47,47,200
N,7,36639,45.25,47,45.25,45.35,1000
N,7,36640,45.3,46,45.3,45.65,800
N,7,36641,45,45,45,45,100
N,7,36642,45,45.05,45,45.05,200
N,7,36646,43.55,44,43.55,43.6,1200
N,7,36647,41,42,40.05,41.95,1500
N,7,36648,43,45.3,43,45.1,2500
N,7,36649,45.5,46.9,45.3,45.7,1500
N,7,36652,47.9,47.95,45.7,45.7,1000
N,7,36653,43.1,45,43,44.1,600
N,7,36654,46.2,46.5,45,46,1600
N,7,36655,44,46,44,46,1500
N,7,36656,45.45,45.45,44,44,800
N,7,36659,44,45,42.75,44.75,1400
N,7,36660,44,44,43.5,43.6,800
N,7,36661,44,44,44,44,400
N,7,36662,43.25,43.5,42,42,2400
N,7,36663,41.75,41.75,40.05,40.7,1300
N,7,36666,40,40.35,39.25,39.5,900
N,7,36667,38.25,40.5,38.25,40.1,1900
N,7,36670,39.8,40,39.8,40,1300
N,7,36674,43,43,41.2,41.45,800
N,7,36675,41.1,43.15,41.1,41.1,800
N,7,36676,41.1,42.8,41.1,42.8,200
N,7,36677,41,43,41,43,200
N,7,36680,43,44,43,44,500
N,7,36681,44,44.9,41.5,44.9,2200
N,7,36682,42.1,44.75,42.1,44,1100
N,7,36683,44.8,45,44.8,45,500
N,7,36684,43.1,43.1,43.1,43.1,300
N,7,36689,43,43,43,43,200
N,7,36690,42.05,42.05,42.05,42.05,100
N,7,36691,42.55,43.4,42.55,43.4,700
N,7,36694,44,44,44,44,200
N,7,36695,42.05,42.05,42.05,42.05,100
N,7,36696,43.05,43.05,43,43,200
N,7,36697,43,43,43,43,100
N,7,36698,42.05,42.75,42.05,42.75,200
N,7,36701,41,41.9,41,41.9,600
N,7,36702,42,43.5,41.5,42.1,600
N,7,36703,42.95,42.95,40.05,42.05,800
N,7,36704,40.35,40.35,40.35,40.35,100
N,7,36705,40,41.5,40,41.15,500
N,7,36708,41.65,41.65,41.65,41.65,100
N,7,36709,41.25,41.65,41,41.3,600
N,7,36710,41.5,41.5,41.5,41.5,200
N,7,36711,41,41,41,41,100
N,7,36712,41.5,41.5,41.5,41.5,100
N,7,36715,41.25,41.25,40.9,41,700
N,7,36716,41,41.25,40,40,1500
N,7,36717,41,41,40,40,400
N,7,36718,40.5,40.5,39,39,800
N,7,36719,39.6,39.6,38.1,38.1,800
N,7,36722,36,40.85,36,37.75,1800
N,7,36723,39,39.05,38.5,39,1700
N,7,36725,42.15,42.15,38.7,40.95,251
N,7,36729,39.05,39.05,39,39,100
N,7,36730,39,39,37,37,74
N,7,36737,37,37,35.2,35.2,300
N,7,36739,36,36,35.8,35.8,200
N,7,36740,37.5,37.5,37.5,37.5,100
N,7,36744,35.25,40,35.25,40,200
N,7,36745,37.05,37.05,37.05,37.05,100
N,7,36754,35.1,38,35.1,38,200
N,7,36757,40.25,40.5,40.25,40.5,200
N,7,36758,38.55,38.55,38.55,38.55,100
N,7,36759,37,40,37,37,500
N,7,36760,37.05,37.05,37.05,37.05,500
N,7,36761,39.95,39.95,39.95,39.95,100
N,7,36764,39.95,39.95,39.95,39.95,26
N,7,36765,39,39,39,39,200
N,7,36767,40,41,40,41,101
N,7,36771,44.3,44.3,38.05,38.05,2
N,7,36772,41,41,39.25,39.25,100
N,7,36773,39.6,39.6,39.5,39.5,300
N,7,36775,39.5,39.5,39,39.05,133
N,7,36778,37.5,39.5,37.5,39.5,101
N,7,36779,39.25,39.25,39.25,39.25,99
N,7,36782,37,40,37,40,63
N,7,36788,39.45,39.45,39.45,39.45,3
N,7,36793,38.25,38.9,38,38.3,8450
N,7,36794,37.5,38,37,38,10300
N,7,36795,36.5,38,36.5,38,10100
N,7,36796,37.5,37.5,37.5,37.5,10000
N,7,36802,37,37,37,37,100
N,7,36803,38,38,38,38,100
N,7,36806,39.45,39.45,39.45,39.45,100
N,7,36807,37.25,37.25,37,37,200
N,7,36808,37.75,37.75,37.7,37.7,400
N,7,36809,37.5,37.5,37.5,37.5,200
N,7,36810,38.25,38.25,38.25,38.25,200
N,7,36813,39,39,39,39,200
N,7,36814,37.1,38.5,37,37,500
N,7,36815,37,37,37,37,200
N,7,36816,37,40,37,37.9,700
N,7,36821,36.5,36.5,36.1,36.2,600
N,7,36822,36.2,36.2,36.2,36.2,200
N,7,36823,36.05,36.05,36.05,36.05,31
N,7,36827,35.1,38,35.1,37.45,174
N,7,36828,37.25,37.25,35.25,35.25,125
N,7,36829,37.5,37.5,37.5,37.5,1
N,7,36831,37.7,37.7,37.7,37.7,100
N,7,36834,37.35,39.85,37.35,39.85,1243
N,7,36835,39.25,42,39.25,41.65,550
N,7,36836,40.2,40.25,40.2,40.25,500
N,7,36837,40.25,42.3,40.25,42.3,250
N,7,36838,41.55,41.55,41.55,41.55,500
N,7,36841,40.5,42,39.5,39.55,1800
N,7,36842,37.1,42,37.1,42,1400
N,7,36844,42,42,42,42,5900
N,7,36845,41.4,42,41.4,42,1600
N,7,36848,42,42,42,42,43
N,7,36849,42,43.25,42,42,857
N,7,36850,41,42.5,41,42.5,2749
N,7,36851,42.5,42.5,42.5,42.5,2600
N,7,36852,41.1,41.1,41.05,41.05,200
N,7,36855,42.5,42.5,42.5,42.5,2650
N,7,36856,42.5,42.6,42.5,42.6,900
N,7,36857,42,42,42,42,300
N,7,36858,42.5,42.5,42.5,42.5,2550
N,7,36859,42.5,42.5,42,42,1900
N,7,36862,42.5,42.5,42.5,42.5,100
N,7,36864,42.5,42.5,42.5,42.5,100
N,7,36865,42.25,42.5,42.25,42.5,2800
N,7,36866,42.5,42.5,42.5,42.5,100
N,7,36869,42,42.5,42,42.5,5100
N,7,36870,43,44,42.5,43.5,1300
N,7,36871,42.5,42.5,42.5,42.5,500
N,7,36872,42.7,42.75,42,42.5,5800
N,7,36873,42.5,42.55,42.5,42.55,126
N,7,36876,42.55,42.55,42.5,42.5,100
N,7,36877,42.5,42.5,42.5,42.5,1000
N,7,36878,44,44,44,44,100
N,7,36879,42,47,42,43,400
N,7,36880,42.05,42.05,42,42,1200
N,7,36884,42,42.5,42,42.5,1250
N,7,36887,42.5,43,42.5,43,2600
N,7,36890,43,43,43,43,300
N,7,36891,41,41,39.7,39.7,800
N,7,36892,37,42.5,37,42.5,700
N,7,36893,41.5,41.5,41.5,41.5,200
N,7,36894,38.5,38.7,38.5,38.6,200
N,7,36897,37,37.05,37,37.05,150
N,7,36900,36.1,38.4,36.1,38.4,300
N,7,36901,38.45,38.5,37,37,300
N,7,36904,38.45,39,38,38,650
N,7,36905,39.25,39.25,37.5,38.9,326
N,7,36906,38,38,38,38,150
N,7,36907,39,39,39,39,100
N,7,36908,38.25,38.25,38.25,38.25,100
N,7,36911,36.75,38.75,36.5,37.05,1324
N,7,36912,36.75,38.8,36,37,545
N,7,36913,37,37.2,35.5,35.5,975
N,7,36914,35.25,35.25,34.1,34.1,3750
N,7,36918,31.4,32,31.4,31.5,950
N,7,36919,33.3,34,33,34,1100
N,7,36920,34.9,34.9,33.6,33.9,225
N,7,36921,35.45,35.45,34.9,34.95,200
N,7,36925,33.3,33.3,33.05,33.05,150
N,7,36926,33.65,34.5,33.05,34.35,350
N,7,36927,36.2,36.2,33.1,33.3,700
N,7,36928,35.2,35.2,33.25,34.5,300
N,7,36929,33.25,34.5,33.25,34.45,2100
N,7,36932,33.1,34,33,33,430
N,7,36933,33,33.8,33,33.8,410
N,7,36934,34.3,34.3,34.3,34.3,100
N,7,36935,34,34,34,34,100
N,7,36936,33.95,34,33.95,33.95,200
N,7,36939,32.05,32.05,32.05,32.05,100
N,7,36940,33,33.55,33,33.5,900
N,7,36943,34.3,34.3,32,32.8,700
N,7,36946,33,33,33,33,900
N,7,36947,33,33.55,33,33.55,1200
N,7,36948,33.75,33.75,33.75,33.75,100
N,7,36949,34.8,34.8,33.35,33.5,330
N,7,36950,31,31,31,31,100
N,7,36953,31.1,33.5,31.1,32,700
N,7,36956,33.95,33.95,32.75,32.75,200
N,7,36957,33.2,33.2,31.2,31.2,1000
N,7,36960,29.1,32.25,29.1,32,1100
N,7,36961,30,30.1,29.45,30,2900
N,7,36962,29.75,30.5,29,30.1,910
N,7,36963,31.75,31.75,30.7,31.75,1150
N,7,36964,31.7,31.7,31.5,31.5,300
N,7,36967,29.45,31.8,29.45,31,1940
N,7,36968,29.25,30.5,29.25,30.5,1020
N,7,36969,30,30,29,29,200
N,7,36970,30.1,31.35,30.05,30.5,496
N,7,36971,30.1,30.1,30.1,30.1,100
N,7,36974,31,31,31,31,100
N,7,36975,31,33.35,31,33.35,706
N,7,36976,30.95,30.95,30.95,30.95,500
N,7,36977,31,32,31,32,200
N,7,36978,32,32,32,32,10
N,7,36981,29.55,30,29.45,30,300
N,7,36982,28,31.5,28,30.5,1250
N,7,36989,31.5,31.5,29.05,29.1,254
N,7,36990,27.2,29,27.2,29,101
N,7,36991,28.5,30.85,28.5,29,290
N,7,36995,30.8,31.2,29,30.6,1204
N,7,36996,32.9,32.9,30.1,30.1,592
N,7,36998,31.7,31.7,30.4,30.7,1330
N,7,36999,31.3,31.3,30.75,31.1,300
N,7,37002,30.8,31.5,30.75,31.5,390
N,7,37003,31.5,31.95,31.35,31.95,390
N,7,37004,32,32,32,32,501
N,7,37005,33.5,34,31.5,31.5,300
N,7,37006,31.3,31.3,31.3,31.3,100
N,7,37009,30,30,29,29,261
N,7,37011,30,31.35,30,31.35,539
N,7,37012,31.4,31.4,31.4,31.4,50
N,7,37013,31.05,31.05,31.05,31.05,50
N,7,37016,31.05,31.05,30,31,1050
N,7,37017,29.75,31.25,29.7,31.25,449
N,7,37023,30.95,31,30.05,30.05,300
N,7,37024,30,31,30,31,1200
N,7,37025,30.9,32,30.9,32,400
N,7,37026,30.4,30.4,30.4,30.4,150
N,7,37027,32.5,32.5,32.5,32.5,100
N,7,37031,32,35,32,34.9,1121
N,7,37032,32.25,32.25,32.25,32.25,200
N,7,37033,32,32,31.05,31.05,100
N,7,37034,31.55,31.55,31.5,31.55,200
N,7,37037,32,32,32,32,150
N,7,37038,32,32.6,32,32.6,400
N,7,37039,32.1,32.1,32.1,32.1,200
N,7,37041,31,33.5,31,33.5,109
N,7,37044,31.5,31.5,31.5,31.5,100
N,7,37045,31,32,31,32,550
N,7,37048,32.4,32.5,29.9,29.9,666
N,7,37051,30,30,29.6,29.6,130
