Exch,ScripCode,TradeDate,OpenRate,HighRate,LowRate,CloseRate,Qty
N,70,38578,804,837,794,831.9,6837
N,70,38579,848,850,825,835.6,3500
N,70,38580,855,855,818,830.9,1888
N,70,38581,825,830,805.05,822.75,1971
N,70,38584,800,825.95,800,808.85,1038
N,70,38585,815,815,780,783.4,1619
N,70,38586,780,805,740,804.9,44566
N,70,38587,837,852,802.2,846.5,122437
N,70,38588,837,855.9,802.1,809.4,6646
N,70,38591,820,832,810,822.6,4306
N,70,38592,830,830,800,823.6,1318
N,70,38593,823,988,816.05,908.4,53614
N,70,38594,900.95,934,875.35,891.8,7126
N,70,38595,885,930,885,894.45,2379
N,70,38598,876,900,867.65,899.15,1734
N,70,38599,924,925,884.95,892.05,2454
N,70,38601,914.9,914.9,890,894.05,1369
N,70,38602,896,910,890,890.2,2137
N,70,38605,899.7,899.7,890,890.2,2540
N,70,38606,897,918,892,911.3,2236
N,70,38607,903,935,900,919,2664
N,70,38608,907,929.95,905,922.25,977
N,70,38609,922.25,935,915,933.65,1709
N,70,38612,930,988,915,946.65,4800
N,70,38613,941.25,953,937,948.7,1531
N,70,38614,945,950,912,939.9,3482
N,70,38615,921,935,911,912.9,2801
N,70,38616,915,925,900,902.9,2319
N,70,38619,919,919,890.4,904.15,1754
N,70,38620,924.95,924.95,915,920.9,930
N,70,38621,924.95,945,905,930,3252
N,70,38622,945,945,921,922.3,583
N,70,38623,905,971,871.55,916.45,655
N,70,38626,938,940,930,933,439
N,70,38627,920.05,934.5,900,917.25,2147
N,70,38628,920,924.7,912,921.8,1169
N,70,38629,880,933.9,880,929.35,4516
N,70,38630,938.25,955,920,929,1093
N,70,38633,924,924.5,909,911.55,3554
N,70,38634,910.05,914.95,907.95,910,2990
N,70,38636,905.5,914.95,905,910.25,5970
N,70,38637,905,910,905,910,2635
N,70,38640,907.95,928,901.5,926.05,2863
N,70,38641,940,940,910,910,3071
N,70,38642,909,915,905,908.5,20117
N,70,38643,910,925,885.9,894.35,11537
N,70,38644,870,903,870,890,203
N,70,38647,851.55,895,851.55,888.8,1391
N,70,38648,901,905,860.5,895.55,565
N,70,38649,890,898,865.05,879.25,2452
N,70,38650,875,915,851.75,901.35,2183
N,70,38651,866.25,884.7,838.95,855.3,3033
N,70,38654,840,855,815,822.85,1246
N,70,38655,795,848,795,833.75,205
N,70,38656,845,846.7,817.35,824.4,1643
N,70,38661,820,847.5,820,828.2,5104
N,70,38662,847.7,847.7,825,828.4,413
N,70,38663,850,850,810.35,825,1051
N,70,38664,839.95,839.95,820,822.5,628
N,70,38665,824.95,830,824,830,10195
N,70,38668,839,839,790,808.65,3673
N,70,38670,829.9,829.9,818,826.9,322
N,70,38671,826,829.75,818,818.1,1413
N,79,40576,69.3,69.3,67.15,67.8,116668
N,79,42896,42.1,42.1,41.4,41.5,136111
N,79,38672,293.5,300.9,290,293.75,214697
N,79,42844,47.7,49.6,46.25,48.7,6195646
N,79,42857,48.95,49.4,48.3,48.85,759301
N,79,42787,39.8,40.4,37.8,38.8,812016
N,79,42849,49.9,51,46.85,48.35,2171687
N,79,42886,42.2,43.35,41.9,43,465378
N,79,42791,38.75,40.1,38.4,39.2,676335
N,79,42833,40,41.2,38.1,39.35,1712092
N,79,42744,37,37.45,36.65,37.15,77224
N,79,42743,36.05,37.1,36.05,36.9,105877
N,79,42869,45.3,47.5,45.1,46.75,893614
N,79,42884,40.8,41.6,40.25,41.3,293806
N,79,42847,49,51.7,49,50.85,4248963
N,79,42863,48.95,49.8,48,48.3,1507308
N,79,42861,47.55,48.55,47.55,48.2,750740
N,79,42966,37.45,38.2,37.25,37.35,129272
N,79,42840,47.85,48.15,43.8,46.3,3769057
N,79,42935,40.5,40.75,39.95,40.05,370263
N,79,42774,38,41.9,37.8,40.65,2930785
N,79,42773,38.3,38.5,37.3,37.75,273757
N,79,42750,37.9,38.25,37.1,37.3,713046
N,79,42749,36.3,37.2,36.05,36.8,167231
N,79,42723,35.7,36.4,35.55,36.25,50045
N,79,42882,42.5,42.5,40.35,40.55,391642
N,79,42829,40,41.25,39.05,39.9,1408961
N,79,42778,38.7,39.55,38.35,38.9,519217
N,79,42777,40.3,40.85,38.5,38.65,597554
N,79,42917,39.35,40.3,38.7,39.1,372851
N,79,42735,36.55,37.85,36.4,37.5,80500
N,79,43145,62.7,63.45,60.7,61.05,484364
N,79,42763,35.85,36.25,35.5,35.95,282833
N,79,42934,40.35,40.95,40,40.35,537321
N,79,42798,37.55,38.1,37.5,37.8,274042
N,79,42812,36.85,37.5,36.6,36.85,597622
N,79,42728,35.2,36.35,35.15,35.55,76445
N,79,42843,43.95,48.1,43.4,47.35,7888948
N,79,42905,40.1,40.9,39.75,39.9,516805
N,79,42904,40.3,40.9,40.05,40.2,222986
N,79,42878,41.05,43.1,40.85,42.35,485446
N,79,42808,36.05,37.1,35.9,36.95,1041226
N,79,42932,39.45,40.8,39.45,39.85,385303
N,79,42931,40.8,41.2,39.45,40,352759
N,79,42899,40.85,41.6,40.5,40.75,584303
N,79,43148,61.25,61.85,60.35,60.6,385312
N,79,42891,42,43.4,41.9,42.8,263620
N,79,42890,42.95,43.25,41.9,42.05,137201
N,79,42897,41.7,42,40.9,41.15,246274
N,79,42928,41.3,42.4,40.25,40.55,386642
N,79,42742,36.55,36.8,35.8,36.05,163189
N,79,42948,40.65,41.15,40.5,40.6,223854
N,79,42876,43.85,43.85,41.75,42.8,708934
N,79,42819,36.05,36.35,35.85,35.95,278683
N,79,42820,36.4,36.9,35.8,36.65,962157
N,79,43162,62.45,63.2,62,62.45,292444
N,79,43194,55.45,56.7,54.1,55.4,334998
N,79,43197,56,56.85,55.2,55.35,259566
N,79,43215,58.65,58.95,57.2,58.1,135421
N,79,43236,53.75,53.95,50.9,51.5,323687
N,79,43239,51.25,52.3,51.1,51.55,328923
N,79,43243,49.05,49.5,47.15,47.4,198481
N,79,43246,47.5,49.3,47.4,48.85,168014
N,79,43278,39,40.05,38.7,39.55,330878
N,79,43281,39.8,40,38.2,38.4,244405
N,79,42715,36.45,36.5,35.85,36.25,45147
N,79,43285,40,40.7,39.3,39.5,312130
N,79,43288,39.5,40.9,39.5,40.05,295473
N,79,43306,38.85,40.8,38.8,39.8,759564
N,79,43337,46.45,48.15,46,46.65,669099
N,79,43390,41,41.25,40,40.35,147704
N,79,43393,40.65,41.9,40.4,40.6,281046
N,79,43418,42.1,42.5,41.65,42.05,106751
N,79,43432,42.75,43.5,42.7,43.35,207705
N,79,43435,43.75,44.2,42.9,43.45,283620
N,79,43481,44.95,45.9,44.2,44.35,219027
N,79,43484,44.2,44.85,43.55,43.85,142764
N,79,43498,40.95,41.6,40.2,41.5,143804
N,79,43509,39.9,40.45,39.5,39.95,141781
N,79,43512,40,40.3,39.6,40.1,101333
N,79,43327,44.8,46.75,44.55,46.1,776266
N,79,43516,40.1,42.9,39.95,41.35,297686
N,79,43519,41.4,41.6,40.65,40.75,128019
N,79,43537,42.6,43.1,42.45,42.55,149230
N,79,43540,42.1,42.55,41.8,42.05,115533
N,79,43579,42,43.5,41.95,42.7,246164
N,79,43583,42.65,42.65,41.4,41.8,157123
N,79,43250,45.1,45.6,42.45,42.85,329965
N,79,43253,43.05,43.5,39.95,40.25,317113
N,79,43621,45.4,45.6,44,44.95,223917
N,79,43624,45.25,45.25,42.5,43.55,101380
N,79,43628,41.2,41.65,40.8,41.05,115292
N,79,43677,42.9,43,42.3,42.85,93336
N,79,43680,42.95,43.2,41.8,42.5,112859
N,79,43684,42.5,44.9,42,44.55,317449
N,79,42911,38.1,38.5,37.3,37.85,241146
N,79,43688,45,47,44.1,46.05,445210
N,79,43733,52,56,51.3,55,631546
N,79,43736,55.15,55.9,50.05,50.65,196658
N,79,43459,44.7,46.8,44.7,45.9,383473
N,79,43778,50.2,52.75,48.75,51.5,353528
N,79,43782,55.5,55.55,51.6,52.1,269569
N,79,43166,61.7,62.25,61.1,61.45,363694
N,79,43169,61.85,62.25,60.5,60.7,485139
N,79,43785,52.55,53.75,51.2,51.75,147875
N,79,43225,53.3,53.9,52.7,53.6,95083
N,79,43222,55,55,52.4,53.3,194738
N,79,42981,39.7,40.5,39.6,39.8,132753
N,79,43064,39.6,39.8,39.2,39.55,331151
N,79,42736,37.5,38.2,37.1,37.25,55076
N,79,42737,37.05,38,36.4,36.75,130506
N,79,43295,39.15,39.15,38,38.1,254703
N,79,43404,44.6,48.2,43.45,46.05,501383
N,79,43407,46.25,46.25,42.9,43.3,487532
N,79,42865,46.9,47,45.45,45.95,513701
N,79,43369,43.65,44.15,41.1,42.2,390388
N,79,43372,42.35,43.95,39.7,43.45,492370
N,79,43355,54.2,54.7,52.55,52.9,621559
N,79,43358,52.7,52.9,51.25,51.45,537170
N,79,42954,38.45,39.7,37.6,38.95,383486
N,79,43334,45.95,46.65,45.1,46,659693
N,79,40057,47,51.35,47,48.45,1761946
N,79,42945,42.3,42.95,40.7,40.95,614346
N,79,42946,41.3,41.65,40.65,40.95,217517
N,79,43376,42.5,43.55,41.3,41.9,358331
N,79,43386,42,42.6,40.8,42.2,388112
N,79,43626,43.6,43.6,42.3,42.4,37215
N,79,36604,315.05,327.5,293.25,293.25,5900
N,79,36605,313,313,296,296,4650
N,79,36606,295.05,295.05,290,290,550
N,79,36607,278,300,278,300,850
N,79,36610,305,305,281,293.15,600
N,79,36611,280.25,285,273.05,274.75,4300
N,79,36612,296.75,296.75,295,295.65,17550
N,79,36613,293,295,275.2,280.2,9050
N,79,36614,283,302.45,283,296.5,8850
N,79,36617,305,305,292.05,296.2,4200
N,79,36618,290,291.9,281,289.3,3300
N,79,36619,289,289.35,275,289.35,2000
N,79,36620,287.9,299,285,294.15,7300
N,79,36621,297.9,310,297.9,308.3,5900
N,79,36624,319,319,295,300.3,6200
N,79,36625,299.95,308,294.05,295.9,4650
N,79,36626,295.05,301.8,290,299,1250
N,79,36627,295,295.05,294.55,295,600
N,79,36631,290.05,295,290.05,292.35,650
N,79,36632,286,295.85,285,290.15,2350
N,79,36633,308.6,308.6,276.1,282.25,9000
N,79,36634,280,280,260,275,1600
N,79,36638,257,272,256,258.25,1250
N,79,36639,240,247.9,238.1,246.4,1500
N,79,36640,250,257.9,242,254.05,1550
N,79,36641,260.9,260.9,241.25,241.35,750
N,79,36642,240,240,229,237.9,2650
N,79,36646,230,230,218.9,218.9,8400
N,79,36647,223.7,234,206.1,222,600
N,79,36648,238,238,229,229,250
N,79,36649,231.8,247.3,230,243.1,800
N,79,36652,249.2,249.9,225.1,225.1,950
N,79,36653,225.1,225.1,220,223.95,950
N,79,36654,235,235,216.3,216.3,600
N,79,36655,207.15,215.95,206,206.05,1600
N,79,36656,203,203,200,202.5,650
N,79,36659,197,198,191.15,197.4,800
N,79,36660,195,197.5,192,195.65,950
N,79,36661,210,210,198,198,1450
N,79,36662,201.9,201.9,198,200,300
N,79,36663,203,203,199,200,200
N,79,36666,192,192,190,190.5,350
N,79,36667,191.1,194.5,178.15,185,800
N,79,36668,196,196,190,195,250
N,79,36669,205,205,195.5,196,400
N,79,36670,187,197.95,187,197,450
N,79,36673,198,204.9,198,204.9,650
N,79,36674,211,212,204,207,600
N,79,36675,213,220,208.05,214.4,4850
N,79,36676,210,213.5,200,200,3150
N,79,36677,209,209,199.1,199.1,600
N,79,36680,215,215,205,206,1150
N,79,36681,209.8,209.8,199.35,200.4,1200
N,79,36682,201.1,205,200,200.75,400
N,79,36683,201,202.9,195.5,202.9,800
N,79,36684,200,208,200,202.05,1050
N,79,36687,200.05,200.05,194.15,194.15,2150
N,79,36688,195.05,195.05,190,190,1400
N,79,36689,194,198,194,197.95,3300
N,79,36690,213,213,198.25,199.1,1150
N,79,36691,207.5,207.5,183.45,187.8,3350
N,79,36694,191,199.8,190.85,198.2,1750
N,79,36695,195,209.85,195,207.15,2850
N,79,36696,220,223.75,212,214.9,4250
N,79,36697,222,222,212,213.2,1150
N,79,36698,211,211,196.25,199.45,2700
N,79,36701,190,193.95,183.5,183.5,5000
N,79,36702,187.75,188,180,181.2,4650
N,79,36703,187.5,187.5,168.5,172.75,26700
N,79,36704,183,183,173.1,175.35,5350
N,79,36705,179.9,182.95,177.35,178.85,2400
N,79,36708,179.9,179.9,177.1,178.5,2300
N,79,36709,176.05,178.55,175.15,177.3,4450
N,79,36710,182.95,189.9,177,180,4250
N,79,36711,179.95,180,177,179.85,450
N,79,36712,178,180.8,176.55,180.4,1150
N,79,36715,175.55,179,170.35,174.35,2150
N,79,36716,171,175,163.25,167,4550
N,79,36717,167,170,165,165.45,4650
N,79,36718,169.4,173.95,166.55,168.1,9250
N,79,36719,167.05,177,167.05,169.65,12450
N,79,36722,170,172,168.5,168.7,3700
N,79,36723,165,169.8,163,164.25,4350
N,79,36724,165.05,166,158.15,159.4,7300
N,79,36725,155,162.5,155,159.3,1450
N,79,36726,157,160,155,158.65,1850
N,79,36729,147.1,152,146,146,2550
N,79,36730,135,149.5,135,146.25,2800
N,79,36731,154,155,148.5,151.1,3200
N,79,36732,149.45,150,145,149,2350
N,79,36733,151.9,152,147.25,147.85,1200
N,79,36736,145.5,146.85,142,142.05,1750
N,79,36737,141,141,133.7,134.15,2800
N,79,36738,132.5,133.05,125,129.75,5750
N,79,36739,127.6,137.8,126.25,128.3,5700
N,79,36740,131.4,131.4,118.05,120.2,10750
N,79,36743,119,125,117.05,122.5,3350
N,79,36744,122,124.75,120,120.55,4050
N,79,36745,122,130.2,122,130.2,3600
N,79,36746,136.95,136.95,130.1,131.5,4150
N,79,36747,128,132.35,125.15,130.3,2100
N,79,36750,126.1,133,125.55,130.8,3900
N,79,36752,134,141.25,134,136.95,2950
N,79,36753,136,139.75,131.55,136.85,2800
N,79,36754,136.65,140,135.05,140,6100
N,79,36757,132.65,143.5,132.6,140.25,2350
N,79,36758,142,142,132,137.85,2550
N,79,36759,142,148.9,142,147,7728
N,79,36760,149.45,149.45,145.5,146.75,885
N,79,36761,148.4,152.45,147,151.5,1990
N,79,36764,153.8,160,150,159.95,4770
N,79,36765,156.3,160,155,158.1,4765
N,79,36766,165,170.75,159,170.75,2827
N,79,36767,177.65,184.45,177.65,184.45,2695
N,79,36771,198.8,199.25,198.8,199.25,2495
N,79,36772,212,215.2,212,215.2,4025
N,79,36773,217,232.45,217,232.45,2961
N,79,36774,251.05,251.05,245,251.05,7646
N,79,36775,269.9,270,231,231,12372
N,79,36778,217.4,219,212.55,212.55,2773
N,79,36779,196.05,200,195.55,195.55,6296
N,79,36780,195,195,180.1,181.55,3785
N,79,36781,182.35,182.35,171.1,175.25,2110
N,79,36782,175,185.9,172,184.3,1673
N,79,36785,170.5,179.5,169.6,170.25,3155
N,79,36786,160.1,165,157,157.15,3620
N,79,36787,164.85,164.85,160,162.5,1356
N,79,36788,164.9,169.9,163.55,169.1,1563
N,79,36789,163,167,163,163.25,1045
N,79,36792,165,169.9,163.05,168.95,845
N,79,36793,166,168.85,162.4,165.9,1415
N,79,36794,160,167.45,160,160.15,1237
N,79,36795,162.8,167.5,158.05,160,2571
N,79,36796,159,161,159,159.45,1480
N,79,36800,160.85,160.85,155,156.25,1185
N,79,36801,167,167,158.55,159.8,3735
N,79,36802,160,160,148,159,1110
N,79,36803,152,156.75,152,155.75,745
N,79,36806,151.05,154.9,151.05,152.15,220
N,79,36807,154.45,154.5,147,148.75,1500
N,79,36808,156.8,156.8,145,152.3,1837
N,79,36809,145.1,158.5,145.1,154.7,3575
N,79,36810,147,161.75,147,155.3,1765
N,79,36813,160,160,152,154.95,2700
N,79,36814,153.5,154.95,150,152.15,2390
N,79,36815,151,152.85,148,148,940
N,79,36816,150.3,159.85,150.3,159,485
N,79,36817,161.9,169.5,156.05,157.95,957
N,79,36820,147.15,165,147.15,160.5,2470
N,79,36821,165,165.5,156.4,163.85,12303
N,79,36822,164.4,176.9,164.4,170.55,7639
N,79,36823,169.95,169.95,166,168.95,260
N,79,36824,176.5,176.5,167,170.7,2782
N,79,36827,169.7,169.7,163.15,166,360
N,79,36828,157.65,163,156,157.9,1071
N,79,36829,166,166,155.5,163.95,2645
N,79,36830,164.75,165.45,162.25,164.25,2287
N,79,36831,169,169,160.05,160.45,1221
N,79,36834,164.9,167.5,158.7,161.15,2282
N,79,36835,164,164,157.25,160.1,1062
N,79,36836,166.35,172.95,166.35,172.5,2151
N,79,36837,172.05,175,169.95,171.95,1283
N,79,36838,166.2,168,159.2,160.8,3437
N,79,36841,160,161.95,148.1,149.55,5027
N,79,36842,152,155,150,153.4,3777
N,79,36843,162.5,162.85,155,156.5,2245
N,79,36844,152.1,156.2,147.05,148.35,4721
N,79,36845,150,151.3,148,150.2,2355
N,79,36848,146.05,149.95,146,147.65,3871
N,79,36849,147.8,148.9,146.3,146.85,3120
N,79,36850,147,151.9,145,145.85,6215
N,79,36851,149.8,156,142.05,156,8920
N,79,36852,152,155,150,151.55,1935
N,79,36855,155,155,150,150.9,1691
N,79,36856,150.15,157.9,150,152.25,2946
N,79,36857,155.05,159,155.05,155.45,1724
N,79,36858,157.8,157.8,153,154.45,405
N,79,36859,153,155.55,148.9,150,2135
N,79,36862,151.85,152,149,149.5,3076
N,79,36863,148.55,150,145.5,147.75,2705
N,79,36864,154.9,155.15,150,151.25,8695
N,79,36865,151.5,153,151,151.45,1205
N,79,36866,155.1,159,150.05,151.45,11459
N,79,36869,153.8,153.8,150.6,151.5,9453
N,79,36870,152.8,154,151.6,153.25,15744
N,79,36871,154,165,154,163.05,29068
N,79,36872,165,170,162,162.45,24171
N,79,36873,162,162.95,152,152.7,18308
N,79,36876,150.1,153.65,149.5,150.2,20162
N,79,36877,152.4,154.8,149.5,149.95,19169
N,79,36878,153,155.75,152.25,154.65,7096
N,79,36879,154.4,154.5,150,151.75,5720
N,79,36880,152,152.8,145,146.2,8408
N,79,36884,148,151.45,144.25,145.1,12137
N,79,36885,147.05,156.75,147.05,156.75,16512
N,79,36886,169,169.3,169,169.3,1683
N,79,36887,182,182.85,171.6,182.75,30577
N,79,36890,183,187.6,178,181.1,17766
N,79,36891,183.5,185,176,179.85,12432
N,79,36892,181.9,183.75,176.8,178.2,7414
N,79,36893,179.7,179.7,172,175,5035
N,79,36894,174.5,177.45,166.2,172.5,4085
N,79,36897,173,175.45,173,174.05,3756
N,79,36898,167,173.9,167,169,7835
N,79,36899,170.5,172.9,168,170.5,2453
N,79,36900,165.7,173.7,164,165.4,4497
N,79,36901,166.75,168.3,164.5,165.55,5968
N,79,36904,165,167,162,163.1,4611
N,79,36905,166.8,166.8,156.25,159.95,5680
N,79,36906,169,169,160.1,162.4,1590
N,79,36907,162.45,162.75,159.15,162,786
N,79,36908,167.85,167.85,161.6,164,5463
N,79,36911,167.75,174,162,172.6,3510
N,79,36912,169.5,171,163.1,164.55,3820
N,79,36913,171.75,171.75,165.45,167.7,2664
N,79,36914,167.1,167.1,154.3,154.3,10108
N,79,36918,150,153,142,143,11430
N,79,36919,144.7,151.5,141.05,149.6,6687
N,79,36920,154.05,156,152.5,155.4,2844
N,79,36921,156,156.85,152.6,153.55,2517
N,79,36922,150,154.15,150,151.75,3065
N,79,36925,153,155,151,151.4,1355
N,79,36926,145,155.5,143,151.5,5247
N,79,36927,156,156,150.05,151.5,4625
N,79,36928,150,153.35,150,152.25,2005
N,79,36929,153.5,158.95,152.1,157.7,10432
N,79,36932,158.9,170.35,158.9,170.2,17320
N,79,36933,173.95,175,168.1,171.25,18900
N,79,36934,166,177,166,173.2,23152
N,79,36935,176.65,178.75,172,174.8,14370
N,79,36936,173.65,174,166.5,168,10941
N,79,36939,168,172,167,171.1,9325
N,79,36940,172,173.95,170.2,171.5,8569
N,79,36941,169.95,170,166.5,168.95,3950
N,79,36942,170,170,163.5,167.1,5620
N,79,36943,167.65,169.6,162,162.6,3683
N,79,36946,161,174,161,170.05,6470
N,79,36947,167.05,170.95,160,161.6,8545
N,79,36948,155,171.95,151,167,4466
N,79,36949,170,180.4,170,172.15,11530
N,79,36950,171.1,175,166,168.75,3405
N,79,36953,170,170.05,159,159.65,4610
N,79,36955,163,165,156.1,161,1491
N,79,36956,160.65,162.35,160,160,1874
N,79,36957,158,158,150.1,157.35,1392
N,79,36960,149.85,149.85,144.8,144.8,2071
N,79,36961,135,135,133.25,133.25,12012
N,79,36962,125.85,142,125.75,139.25,3115
N,79,36963,135,141,132.1,139.15,3315
N,79,36964,141.45,141.45,136,137.35,1989
N,79,36967,131,134.7,130.5,130.95,11630
N,79,36968,131,135.5,128.05,133.45,6560
N,79,36969,132,135.85,132,132.15,160
N,79,36970,133.1,142.4,133.1,136.15,688
N,79,36971,136,141.85,133.1,136.65,920
N,79,36974,134.15,139,132.2,139,1725
N,79,36975,133.25,141.5,133.25,138.95,1811
N,79,36976,140.55,140.95,137.1,140.95,365
N,79,36977,130.15,141.95,130.15,140.95,365
N,79,36978,135,141.8,135,136.1,280
N,79,36981,126.5,135,126.5,134.3,1895
N,79,36982,130,133,127.05,129.05,2055
N,79,36983,128.55,131.9,128.5,130.5,1797
N,79,36985,128.1,132,128.1,131,1631
N,79,36988,133.9,135,130.9,133.5,461
N,79,36989,133.9,134.3,124,129.2,4001
N,79,36990,126.5,128.45,119.1,127.1,2960
N,79,36991,125,126,122.3,124.7,1983
N,79,36995,123.5,126,123.5,123.5,437
N,79,36996,125.5,129,122.1,124.4,3210
N,79,36997,122.65,134,122.65,131.45,1389
N,79,36998,138.9,139.6,132,137.9,1780
N,79,36999,136.75,142,132.75,138.55,1627
N,79,37002,134.85,142,134,141.15,949
N,79,37003,136.05,142.45,136.05,140.45,1321
N,79,37004,146.5,146.5,135.1,139.6,885
N,79,37005,135,135,129,130,3008
N,79,37006,126.05,128.9,123.4,126,1755
N,79,37009,129.85,132.5,121.75,129.2,1536
N,79,37011,135,135,120.4,120.95,4855
N,79,37012,122.3,126,122.1,123.8,1190
N,79,37013,123.35,123.35,121.5,121.6,370
N,79,37016,125.95,125.95,121,122,310
N,79,37017,125.5,125.7,115,120.3,2505
N,79,37018,123,123.95,115.5,117.1,3039
N,79,37019,120,126.5,119,121.15,1450
N,79,37020,120.15,124.35,119.25,119.5,675
N,79,37023,119.95,120.25,119,120,331
N,79,37024,118.5,119.65,117,117.15,697
N,79,37025,124,125,119.95,122.15,5779
N,79,37026,122,122.45,118,118.6,3602
N,79,37027,119.5,121.45,117.3,120.05,872
N,79,37030,123,123,119,120.05,3208
N,79,37031,118.55,119.8,116.25,118.85,4473
N,79,37032,122.95,124.9,121.25,124.25,3262
N,79,37033,122.65,125.8,122.6,124.5,1692
N,79,37034,123.5,123.95,122.2,122.65,1439
N,79,37037,122.5,124,120.2,121.45,1286
N,79,37038,125.05,126,121.15,125.25,4340
N,79,37039,129.85,129.9,127.5,129.1,3712
N,79,37040,126.5,131.7,126.5,131.1,3784
N,79,37041,133,133.85,129.6,130.55,2130
N,79,37044,129.65,130.95,124.5,126.65,1920
N,79,37045,123.5,125.95,120.35,122.35,4346
N,79,37046,125,125,122.05,122.5,1874
N,79,37047,120.75,123,120.65,121.3,2541
N,79,37048,122.75,124.5,121,124.15,1896
N,79,37051,124.6,124.95,123,124.6,1307
N,79,37052,123.6,124.5,114.7,115.6,5065
N,79,37053,116,120.6,115.15,115.7,10580
N,79,37054,116.4,116.45,109.25,110.5,3663
N,79,37055,108,112.8,107.1,109.75,3094
N,79,37058,108,109.05,104.5,104.95,2117
N,79,37059,99,109.65,99,106.2,5076
N,79,37060,104.1,108.5,104,106.5,832
N,79,37061,109,111.2,106.75,107.85,2429
N,79,37062,106.6,106.95,105.5,106.25,1371
N,79,37065,101.1,106.2,101,102.8,1137
N,79,37066,103.95,105.95,103,103.2,5339
N,79,37067,110.25,111.5,105,111.2,3315
N,79,37068,115,119.95,113,114.3,4855
N,79,37069,116,116,106.1,109.2,4051
N,79,37073,110,112,110,112,170
N,79,37074,109,112.5,105.65,110,353
N,79,37075,111,111,111,111,10
N,79,37076,109,109,107.5,107.5,120
N,79,37079,113,113,113,113,50
N,79,37083,104.1,105.9,99,99.95,1427
N,79,37086,102,104,101,101,134
N,79,37087,107,107,107,107,50
N,79,37089,103,103,94,99,690
N,79,37090,94.4,97,92.5,92.5,601
N,79,37094,99.95,99.95,92,92,151
N,79,37095,92,94.45,90,92.15,261
N,79,37096,97,97,94.6,94.85,52
N,79,37097,100,100,90.5,91.15,154
N,79,37100,98,98,90.45,90.8,151
N,79,37101,94,94,87.5,91.75,62
N,79,37102,95,95,90.3,90.3,4
N,79,37103,94,94,94,94,1
N,79,37104,94,94,81.1,83.15,584
N,79,37107,83.15,83.15,80.95,82.85,130
N,79,37108,86,86,79,79,524
N,79,37109,84,84,78.5,79.95,247
N,79,37110,82,82,75,76.65,922
N,79,37111,73.05,75.95,71.6,73.3,1394
N,79,37114,72.5,79,72.5,79,326
N,79,37115,83,83,76.1,78.35,1402
N,79,37117,77.1,77.4,73.15,73.15,1510
N,79,37118,74,75,73.5,74,1773
N,79,37121,74,75.6,74,74.5,321
N,79,37122,74.8,74.8,74.6,74.6,11
N,79,37124,74.95,74.95,74.95,74.95,50
N,79,37125,73.85,73.85,73.8,73.8,60
N,79,37128,75.95,75.95,75.95,75.95,250
N,79,37129,75.25,77,75.25,77,350
N,79,37130,75.4,77.1,75.4,75.4,810
N,79,37131,78,78,75,75.15,566
N,79,37132,73.5,74,70.8,70.8,530
N,79,37135,73.5,74.4,71.25,73.6,877
N,79,37136,71,75.1,71,73,77
N,79,37137,76,76,74.95,74.95,61
N,79,37138,78.8,79.5,75.6,76.25,1150
N,79,37139,75,76,72,72.45,2671
N,79,37142,76.25,76.9,73.65,75.1,806
N,79,37143,74.55,75,73.75,74.8,600
N,79,37144,71,72.5,69.6,70.6,1274
N,79,37145,73.95,74,70,71,1360
N,79,37146,71,73.4,65,65,2227
N,79,37149,67,67,60.25,61.9,655
N,79,37150,62.5,65,62.5,65,275
N,79,37151,67.75,67.75,64.5,65,370
N,79,37152,59.55,63.45,59.55,63,171
N,79,37153,61.25,63,61,61.3,1081
N,79,37156,63,64,61.3,62.5,1914
N,79,37157,63,64.8,62.4,62.55,1070
N,79,37158,63.3,63.45,63.3,63.45,540
N,79,37159,63,63.25,63,63.25,328
N,79,37160,58,63.5,58,62.6,295
N,79,37165,62.65,63.7,62.1,63.25,445
N,79,37166,63.75,63.75,63.75,63.75,1
N,79,37167,62.5,63.8,62,62.6,301
N,79,37170,63,63,63,63,294
N,79,37171,64.5,64.5,63.15,64,271
N,79,37173,65,65,65,65,332
N,79,37174,62.5,66,62.5,65,350
N,79,37177,69.1,69.1,65,65.15,577
N,79,37178,67,67,65.5,66.4,535
N,79,37179,65.2,67.9,65.2,67.9,640
N,79,37180,66.95,66.95,65.6,66.5,445
N,79,37181,66.5,67.25,66,66.35,200
N,79,37185,69.45,69.45,66.2,67.75,2850
N,79,37187,67,67,66,66,275
N,79,37191,67.1,68.9,66.2,68.5,455
N,79,37192,67.95,67.95,65.75,67.5,77
N,79,37194,67,67,67,67,200
N,79,37195,68,69,66.75,66.9,806
N,79,37198,69,69.85,67.1,69.2,2470
N,79,37199,73,75,72,74.65,2572
N,79,37200,75,77.8,75,75,1369
N,79,37201,73.6,75.9,73.6,74.7,499
N,79,37202,74.2,75,73.2,74.8,702
N,79,37205,75.35,78,75.35,77.85,370
N,79,37206,76.1,84,76,76.8,814
N,79,37207,78,78,77.75,77.95,198
N,79,37208,79.9,79.95,78,78.95,605
N,79,37212,80.5,82.5,78.2,82.5,775
N,79,37213,78,78,78,78,200
N,79,37214,77.1,77.2,77.1,77.2,200
N,79,37215,78,78.95,77,77.5,577
N,79,37216,77.85,77.9,76.3,76.45,400
N,79,37219,78,81.95,78,81.3,1124
N,79,37220,75.9,84.85,75.9,82.95,1896
